Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S1009256189,nfl,2016/09/11,My Loser Friends (NFL Week 1),$60k,149.58,,1,7,7 player league,5,16.00,https://www.fanduel.com/entry/CBICBEKNI,
S1009061431,mlb,2016/08/25,$8K Thu MLB Stolen Base (Single Entry),$35k,149.50,,599,4624,Tournament,2,5.00,https://www.fanduel.com/entry/BUXGDZBYR,
S1009061416,mlb,2016/08/25,$12K Thu MLB Bunt (Single Entry),$35k,149.50,,1543,13872,Tournament,1,2.50,https://www.fanduel.com/entry/EZUGSBDCV,
S1009061405,mlb,2016/08/25,Summer Free-For-All Qualifier (Free to Play),$35k,149.50,,1809,19328,Tournament,0,0,https://www.fanduel.com/entry/FFRFBLEFD,
S1008750064,mlb,2016/08/24,50/50 Contest ($10 - Top 50% Win) (Main),$35k,126.10,,59,100,Tournament,10,0,https://www.fanduel.com/entry/EFLXVJBRE,
S1008750040,mlb,2016/08/24,$6K Wed MLB Stolen Base (Single Entry),$35k,126.10,,1393,3468,Tournament,2,0,https://www.fanduel.com/entry/AHWHGFEGG,
S1008750028,mlb,2016/08/24,$10K Wed MLB Bunt (Single Entry),$35k,126.10,,4282,11560,Tournament,1,0,https://www.fanduel.com/entry/EIDLGSJGK,
S1008750004,mlb,2016/08/24,Summer Free-For-All Qualifier (Free to Play),$35k,126.10,,6241,18131,Tournament,0,0,https://www.fanduel.com/entry/APIYBPPCC,
S1008749551,mlb,2016/08/24,$6K Wed MLB Bunt (Single Entry_ Early Only),$35k,129.30,,3056,6936,Tournament,1,0,https://www.fanduel.com/entry/ADBDWLMWW,
S1008413429,mlb,2016/08/23,$10K Tue MLB Stolen Base (Single Entry) ,$35k,93,,4097,5780,Tournament,2,0,https://www.fanduel.com/entry/CKKJSSKWT,
S1008413421,mlb,2016/08/23,$13K Tue MLB Brooklyn Bunt (Single Entry) ,$35k,100.30,,9060,15028,Tournament,1,0,https://www.fanduel.com/entry/CQVFOTXWX,
S1008413413,mlb,2016/08/23,Summer Free-For-All Qualifier (Free to Play),$35k,100.30,,12111,20901,Tournament,0,0,https://www.fanduel.com/entry/AWVNRANAD,
S1008413389,mlb,2016/08/23,50/50 Contest ($10 - Top 50% Win) (Main),$35k,93,,87,100,Tournament,10,0,https://www.fanduel.com/entry/BBQRBBQGT,
S514407881,mlb,2016/08/08,MLB Salary Cap 35k Mon Aug 8th (Main),$35k,92.10,,19,20,20 player league,5,0,https://www.fanduel.com/entry/AQYPMNGAM,
S514407867,mlb,2016/08/08,50/50 Contest ($10 - Top 50% Win) (Main),$35k,133,,50,100,Tournament,10,9.00,https://www.fanduel.com/entry/CGRBMWZOM,
S514407856,mlb,2016/08/08,$8K Mon MLB Single (Single Entry),$35k,133,,617,1849,Tournament,5,0,https://www.fanduel.com/entry/CIGTYXJIA,
S514407852,mlb,2016/08/08,$10K Mon MLB Stolen Base (Single Entry) ,$35k,92.10,,4635,5780,Tournament,2,0,https://www.fanduel.com/entry/CORPUYWIE,
S514407846,mlb,2016/08/08,$12K Mon MLB Bunt (Single Entry),$35k,98.40,,10034,13872,Tournament,1,0,https://www.fanduel.com/entry/CNPUVPYMM,
S514407841,mlb,2016/08/08,Summer Free-For-All Qualifier (Free to Play),$35k,98.40,,13626,19493,Tournament,0,0,https://www.fanduel.com/entry/BMISZJOSI,
S514074917,mlb,2016/08/07,Summer Free-For-All Qualifier (Free to Play),$35k,94.40,,7858,13353,Tournament,0,0,https://www.fanduel.com/entry/EMKQBRTGJ,
S513697161,mlb,2016/08/05,$10K Fri MLB Stolen Base (Single Entry) ,$35k,79.10,,5269,5780,Tournament,2,0,https://www.fanduel.com/entry/DGWIEBHQT,
S513697093,mlb,2016/08/05,$13K Fri MLB Bunt (Single Entry) ,$35k,79.10,,13505,15028,Tournament,1,0,https://www.fanduel.com/entry/EMYNKIURN,
S513697036,mlb,2016/08/05,50/50 Contest ($10 - Top 50% Win) (Main),$35k,79.10,,96,100,Tournament,10,0,https://www.fanduel.com/entry/AKNTLDTZZ,
S513696854,mlb,2016/08/05,Summer Free-For-All Qualifier (Free to Play),$35k,79.10,,15298,17356,Tournament,0,0,https://www.fanduel.com/entry/EDWEDJEXZ,
S512257584,mlb,2016/08/01,$9K Mon MLB Single (Single Entry) ,$35k,118.90,,740,2080,Tournament,5,0,https://www.fanduel.com/entry/EZGHKBEYF,
S512257583,mlb,2016/08/01,$12K Mon MLB Stolen Base (Single Entry),$35k,96.60,,3664,6936,Tournament,2,0,https://www.fanduel.com/entry/EZUEWSQWB,
S512257582,mlb,2016/08/01,$13K Mon MLB Bunt (Single Entry) ,$35k,97.50,,7576,15028,Tournament,1,0,https://www.fanduel.com/entry/FAICJKCTX,
S512257581,mlb,2016/08/01,50/50 Contest ($10 - Top 50% Win) (Main),$35k,96.60,,66,100,Tournament,10,0,https://www.fanduel.com/entry/FFDFTLGAN,
S512227720,mlb,2016/08/01,MLB Summer Free-For-All Finals ,$35k,97.50,,1438,3138,Tournament,0,0,https://www.fanduel.com/entry/BVYZZBGEV,
S512150391,mlb,2016/07/31,$2K Sun MLB Single (Single Entry_ Late),$35k,55.40,,443,462,Tournament,5,0,https://www.fanduel.com/entry/DSQFOTMFE,
S512150065,mlb,2016/07/31,$3K Sun MLB Bunt (Single Entry_ Late),$35k,55.40,,3338,3468,Tournament,1,0,https://www.fanduel.com/entry/EZUFUGEDA,
S512140786,mlb,2016/07/31,100-Player Contest ($1 - Top 12 Win),$35k,77.10,,90,100,Tournament,1,0,https://www.fanduel.com/entry/BAOVSCWYX,
S512131709,mlb,2016/07/31,100-Player Contest ($1 - Top 12 Win),$35k,123.60,,29,100,Tournament,1,0,https://www.fanduel.com/entry/DPYRHLRTV,
S512108998,mlb,2016/07/31,100-Player Contest ($5 - Top 12 Win),$35k,71.20,,91,100,Tournament,5,0,https://www.fanduel.com/entry/CCXTFMNZB,
S512010480,mlb,2016/07/31,50/50 Contest ($10 - Top 50% Win) (Main),$35k,81.90,,90,100,Tournament,10,0,https://www.fanduel.com/entry/BEWBOTXOJ,
S512006008,mlb,2016/07/31,$7K Sun MLB Stolen Base (Single Entry),$35k,71.20,,3611,4046,Tournament,2,0,https://www.fanduel.com/entry/DWXKIWMKF,
S512005942,mlb,2016/07/31,$10K Sun MLB Bunt (Single Entry),$35k,81.90,,8664,10943,Tournament,1,0,https://www.fanduel.com/entry/FGFANESYB,
S512005891,mlb,2016/07/31,Summer Free-For-All Qualifier (Free to Play),$35k,123.60,,4777,15934,Tournament,0,0,https://www.fanduel.com/entry/AWHPSAJQF,
S511627135,mlb,2016/07/30,Summer Free-For-All Qualifier (Free to Play),$35k,106.20,,7026,18858,Tournament,0,0,https://www.fanduel.com/entry/CXGCBIFTE,
S511364647,mlb,2016/07/29,$15K Fri MLB Sac Fly ($15K Guaranteed),$35k,143.80,,2151,17647,Tournament,1,2.50,https://www.fanduel.com/entry/AGULRRAFY,
S511364133,mlb,2016/07/29,100-Player League ($2 - Top 12 Win),$35k,100.30,,63,100,Tournament,2,0,https://www.fanduel.com/entry/AHWGRHJYW,
S511364128,mlb,2016/07/29,$9K Fri MLB Single (Single Entry) ,$35k,100.30,,1340,2080,Tournament,5,0,https://www.fanduel.com/entry/AGGOFHAFI,
S511364123,mlb,2016/07/29,$10K Fri MLB Stolen Base (Single Entry) ,$35k,102.40,,3573,5780,Tournament,2,0,https://www.fanduel.com/entry/AIYBQQHUO,
S511364117,mlb,2016/07/29,$13K Fri MLB Bunt (Single Entry) ,$35k,132.50,,3313,15028,Tournament,1,0,https://www.fanduel.com/entry/AQKSMASQK,
S511364104,mlb,2016/07/29,50/50 League ($10 - Top 50% Win) (Main),$35k,102.40,,60,100,Tournament,10,0,https://www.fanduel.com/entry/CBIBCJIXU,
S511324219,mlb,2016/07/29,Summer Free-For-All Qualifier (Free to Play),$35k,132.50,,4763,21631,Tournament,0,0,https://www.fanduel.com/entry/BAAYRUCMD,
S511215151,mlb,2016/07/28,$250 MLB Mini Bunt,$35k,82.40,,212,294,Tournament,1,0,https://www.fanduel.com/entry/ADBCLEAXX,
S511168774,mlb,2016/07/28,$8K Thu MLB Single (Single Entry),$35k,152,,98,1849,Tournament,5,20.00,https://www.fanduel.com/entry/CHEZKTHKF,
S511040369,mlb,2016/07/28,50/50 League ($10 - Top 50% Win) (Main),$35k,114.30,,17,100,Tournament,10,18.00,https://www.fanduel.com/entry/EOOGQOXZJ,
S511040332,mlb,2016/07/28,100-Player League ($2 - Top 12 Win),$35k,152,,5,100,Tournament,2,12.00,https://www.fanduel.com/entry/BFKAEZMNV,
S511040205,mlb,2016/07/28,$12K Thu MLB Stolen Base (Single Entry),$35k,114.30,,2316,6631,Tournament,2,0,https://www.fanduel.com/entry/DVHTCGSAH,
S511040182,mlb,2016/07/28,$12K Thu MLB Bunt (Single Entry),$35k,99.70,,7775,13872,Tournament,1,0,https://www.fanduel.com/entry/CZJSCSXKP,
S511032322,mlb,2016/07/28,Summer Free-For-All Qualifier (Free to Play),$35k,99.70,,12781,23451,Tournament,0,0,https://www.fanduel.com/entry/BPAFTCFXO,
S510764955,mlb,2016/07/27,50/50 League ($10 - Top 50% Win) (Early Only),$35k,103.10,,72,100,Tournament,10,0,https://www.fanduel.com/entry/FDNNEDCIU,
S510761848,mlb,2016/07/27,50/50 League ($10 - Top 50% Win) (Main),$35k,90.70,,76,100,Tournament,10,0,https://www.fanduel.com/entry/ATQCKRMKI,
S510761772,mlb,2016/07/27,100-Player League ($2 - Top 12 Win),$35k,158.40,,8,100,Tournament,2,8.00,https://www.fanduel.com/entry/CDZNOIQTW,
S510761705,mlb,2016/07/27,$6K Wed MLB Single (Single Entry),$35k,158.40,,140,1387,Tournament,5,15.00,https://www.fanduel.com/entry/DNVBFIJFO,
S510761669,mlb,2016/07/27,$4K Wed MLB Single (Single Entry_ Early Only),$35k,170.80,,33,924,Tournament,5,20.00,https://www.fanduel.com/entry/DDCZLXEWQ,
S510677017,mlb,2016/07/27,$10K Wed MLB Bunt (Single Entry),$35k,90.70,,8408,11560,Tournament,1,0,https://www.fanduel.com/entry/BIPKHYCRT,
S510676974,mlb,2016/07/27,Summer Free-For-All Qualifier (Free to Play),$35k,158.40,,2836,30476,Tournament,0,0,https://www.fanduel.com/entry/DNVBLUDVH,
S510676629,mlb,2016/07/27,$8K Wed MLB Bunt (Single Entry_ Early Only),$35k,103.10,,5579,9248,Tournament,1,0,https://www.fanduel.com/entry/EFLWNUODP,
S510553365,mlb,2016/07/26,20-Player League ($5 - Top 3 Win),$35k,141.60,,8,20,20 player league,5,0,https://www.fanduel.com/entry/BQPYLOKCL,
S510553186,mlb,2016/07/26,$7K Tue MLB Ace (Single Entry),$35k,143.30,,267,809,Tournament,10,0,https://www.fanduel.com/entry/BFJZFWYRN,
S510552908,mlb,2016/07/26,50/50 League ($10 - Top 50% Win) (Main),$35k,143.30,,41,100,Tournament,10,18.00,https://www.fanduel.com/entry/AIYATNZFJ,
S510355750,mlb,2016/07/26,$9K Tue MLB Stolen Base (Single Entry),$35k,141.60,,1499,5202,Tournament,2,0,https://www.fanduel.com/entry/BQPYQSQEK,
S510355746,mlb,2016/07/26,$13K Tue MLB Bunt (Single Entry) ,$35k,219.80,,21,15028,Tournament,1,20.00,https://www.fanduel.com/entry/BOMISAUNA,
S510355741,mlb,2016/07/26,Summer Free-For-All Qualifier (Free to Play),$35k,219.80,,18,23535,Tournament,0,0,https://www.fanduel.com/entry/BRDWDKCCG,
S510161214,mlb,2016/07/25,$150K Mon MLB Squeeze ($15K to 1st),$35k,48.20,,54266,57803,Tournament,3,0,https://www.fanduel.com/entry/CODRWNQRL,
S510141972,mlb,2016/07/25,20-Player League ($5 - Top 3 Win),$35k,93.10,,14,20,20 player league,5,0,https://www.fanduel.com/entry/DOWWVSZSV,
S510080225,mlb,2016/07/25,50/50 League ($10 - Top 50% Win) (Main),$35k,98.80,,66,100,Tournament,10,0,https://www.fanduel.com/entry/ETJJIZKPY,
S510061662,mlb,2016/07/25,$12K Mon MLB Stolen Base (Single Entry),$35k,98.80,,3475,6936,Tournament,2,0,https://www.fanduel.com/entry/CAGFYLCQO,
S510061657,mlb,2016/07/25,$13K Mon MLB Bunt (Single Entry) ,$35k,93.10,,8648,15028,Tournament,1,0,https://www.fanduel.com/entry/CHEZHEBOO,
S510061652,mlb,2016/07/25,Summer Free-For-All Qualifier (Free to Play),$35k,48.20,,22786,23848,Tournament,0,0,https://www.fanduel.com/entry/CFPGVDRVA,
S509934741,mlb,2016/07/24,20-Player League ($5 - Top 3 Win),$35k,117.80,,14,20,20 player league,5,0,https://www.fanduel.com/entry/BCSMPEPKY,
S509934519,mlb,2016/07/24,$20K Sun MLB Single (Single Entry Series Presented by RotoGrinders),$35k,174.70,,803,4587,Tournament,5,10.00,https://www.fanduel.com/entry/EEXZRXIZW,
S509934447,mlb,2016/07/24,$8K Sun MLB Stolen Base (Single Entry),$35k,124.30,,2863,4624,Tournament,2,0,https://www.fanduel.com/entry/AKNUAFHHO,
S509934420,mlb,2016/07/24,$10K Sun MLB Bunt (Single Entry),$35k,117.80,,7623,11560,Tournament,1,0,https://www.fanduel.com/entry/CLMFGRRCI,
S509934361,mlb,2016/07/24,50/50 League ($10 - Top 50% Win) (Main),$35k,174.70,,21,100,Tournament,10,18.00,https://www.fanduel.com/entry/DMTHCYAWM,
S509818963,mlb,2016/07/24,Summer Free-For-All Qualifier (Free to Play),$35k,124.30,,9029,17114,Tournament,0,0,https://www.fanduel.com/entry/BIPKLJPKS,
S509741756,mlb,2016/07/23,20-Player League ($5 - Top 3 Win),$35k,122.70,,8,20,20 player league,5,0,https://www.fanduel.com/entry/EPQBEHUYT,
S509717938,mlb,2016/07/23,50/50 League ($10 - Top 50% Win) (Main),$35k,122.70,,45,100,Tournament,10,18.00,https://www.fanduel.com/entry/ASAJRMRIQ,
S509535586,mlb,2016/07/23,$10K Sat MLB Bunt (Single Entry),$35k,107.80,,6727,11560,Tournament,1,0,https://www.fanduel.com/entry/BLUVZPRXU,
S509535576,mlb,2016/07/23,Summer Free-For-All Qualifier (Free to Play),$35k,107.80,,11036,19634,Tournament,0,0,https://www.fanduel.com/entry/BMWQYYPTM,
S509535104,mlb,2016/07/23,$4K Sat MLB Bunt (Single Entry_ Early Only),$35k,174.90,,574,4624,Tournament,1,2.00,https://www.fanduel.com/entry/BZSIRJBRA,
S509385484,mlb,2016/07/22,$25K Fri MLB Single (Single Entry Series Presented by RotoGrinders),$35k,51.90,,4959,5151,Tournament,5,0,https://www.fanduel.com/entry/DEEULGCSV,
S509334541,mlb,2016/07/22,50/50 League ($10 - Top 50% Win) (Main),$35k,51.90,,98,100,Tournament,10,0,https://www.fanduel.com/entry/DDQXWUUUZ,
S509185348,mlb,2016/07/22,$12K Fri MLB Stolen Base (Single Entry),$35k,114.20,,2137,6896,Tournament,2,0,https://www.fanduel.com/entry/DSQEMUJMA,
S509185327,mlb,2016/07/22,$15K Fri MLB Bunt (Single Entry),$35k,100.60,,7254,15678,Tournament,1,0,https://www.fanduel.com/entry/CRJCQNZRW,
S509185297,mlb,2016/07/22,Summer Free-For-All Qualifier (Free to Play),$35k,100.60,,9775,22492,Tournament,0,0,https://www.fanduel.com/entry/ETXGJATGE,
S509111805,mlb,2016/07/21,$25K Thu MLB Single (Single Entry Series Presented by RotoGrinders),$35k,158.60,,1519,5780,Tournament,5,0,https://www.fanduel.com/entry/FDNNHWAZT,
S509111573,mlb,2016/07/21,50/50 League ($10 - Top 50% Win) (Main),$35k,158.60,,26,100,Tournament,10,18.00,https://www.fanduel.com/entry/EQRVPPIAV,
S508861835,mlb,2016/07/21,Summer Free-For-All Qualifier (Free to Play),$35k,158.60,,6168,23483,Tournament,0,0,https://www.fanduel.com/entry/CIUQYCIEB,
S508661985,mlb,2016/07/20,50/50 League ($10 - Top 50% Win) (Early Only),$35k,145.50,,61,100,Tournament,10,0,https://www.fanduel.com/entry/AZNARIROE,
S508504181,mlb,2016/07/20,Summer Free-For-All Qualifier (Free to Play),$35k,131.70,,9804,21623,Tournament,0,0,https://www.fanduel.com/entry/BXAUWJYRE,
S508503177,mlb,2016/07/20,$10K Wed MLB Bunt (Single Entry_ Early Only),$35k,145.50,,3771,10636,Tournament,1,0,https://www.fanduel.com/entry/BQPZAXJLM,
S508485533,mlb,2016/07/19,$250 MLB Mini Sac Fly,$35k,138.10,,54,294,Tournament,1,2.50,https://www.fanduel.com/entry/CORQISVDU,
S508246286,mlb,2016/07/19,50/50 League ($10 - Top 50% Win) (Main),$35k,117.10,,51,100,Tournament,10,0,https://www.fanduel.com/entry/EJTCOIGJA,
S508246271,mlb,2016/07/19,MLB 100 player league (Main),$35k,,,0,,Cancelled,5,0,https://www.fanduel.com/entry/ENMKZALTY, voided
S508246265,mlb,2016/07/19,$10K Tue MLB Stolen Base (Single Entry) ,$35k,143.10,,708,5780,Tournament,2,4.00,https://www.fanduel.com/entry/ASAKIOKAK,
S508246261,mlb,2016/07/19,$29K Tue MLB Single (Single Entry Series Presented by RotoGrinders),$35k,117.10,,2146,5265,Tournament,5,0,https://www.fanduel.com/entry/AYLGEPXAO,
S508246257,mlb,2016/07/19,$13K Tue MLB Bunt (Single Entry) ,$35k,163.70,,496,15028,Tournament,1,4.00,https://www.fanduel.com/entry/AWHQFYBJE,
S508246244,mlb,2016/07/19,Summer Free-For-All Qualifier (Free to Play),$35k,138.10,,3173,24241,Tournament,0,0,https://www.fanduel.com/entry/BHNPMARPY,
S508116236,mlb,2016/07/18,20-Player League ($5 - Top 3 Win),$35k,91.90,,20,20,20 player league,5,0,https://www.fanduel.com/entry/EIRHSZTAY,
S507928591,mlb,2016/07/18,$12K Mon MLB Stolen Base (Single Entry),$35k,121,,3689,6936,Tournament,2,0,https://www.fanduel.com/entry/ATQCTHFGX,
S507928587,mlb,2016/07/18,$35K Mon MLB Single (Single Entry Series Presented by RotoGrinders),$35k,143.30,,1922,6689,Tournament,5,0,https://www.fanduel.com/entry/ARMMUPJPN,
S507928575,mlb,2016/07/18,$13K Mon MLB Bunt (Single Entry) ,$35k,91.90,,12323,15028,Tournament,1,0,https://www.fanduel.com/entry/BCEOOANYL,
S507928566,mlb,2016/07/18,Summer Free-For-All Qualifier (Free to Play),$35k,121,,12353,24849,Tournament,0,0,https://www.fanduel.com/entry/BGZRYBRFB,
S507928543,mlb,2016/07/18,50/50 League ($10 - Top 50% Win) (Main),$35k,143.30,,43,100,Tournament,10,18.00,https://www.fanduel.com/entry/ALBQYNWPJ,
S507694141,mlb,2016/07/17,$250 MLB Mini Bunt,$35k,57.60,,248,294,Tournament,1,0,https://www.fanduel.com/entry/FAIDHBIWW,
S507693659,mlb,2016/07/17,MLB 20 player league (Main),$35k,,,0,,Cancelled,5,0,https://www.fanduel.com/entry/DGIKDMDVN, voided
S507693582,mlb,2016/07/17,$6K Sun MLB Stolen Base (Single Entry),$35k,91.90,,1765,3468,Tournament,2,0,https://www.fanduel.com/entry/ASOHETBBV,
S507693566,mlb,2016/07/17,$10K Sun MLB Bunt (Single Entry),$35k,116.70,,2141,11553,Tournament,1,3.00,https://www.fanduel.com/entry/BBCSZMJTJ,
S507635644,mlb,2016/07/17,Summer Free-For-All Qualifier (Free to Play),$35k,116.70,,3108,17089,Tournament,0,0,https://www.fanduel.com/entry/CNPVIGBTJ,
S507567640,mlb,2016/07/16,$8K Sat MLB Stolen Base (Single Entry),$35k,165.30,,486,4624,Tournament,2,5.00,https://www.fanduel.com/entry/ARMNNGCRS,
S507485060,mlb,2016/07/16,20-Player League ($5 - Top 3 Win),$35k,165.30,,5,20,20 player league,5,0,https://www.fanduel.com/entry/DUTUOBIFM,
S507484951,mlb,2016/07/16,$10K Sat MLB Bunt (Single Entry),$35k,103.30,,6926,11106,Tournament,1,0,https://www.fanduel.com/entry/AYLFQOMHA,
S507484905,mlb,2016/07/16,Summer Free-For-All Qualifier (Free to Play),$35k,103.30,,10843,19383,Tournament,0,0,https://www.fanduel.com/entry/AKNSZCOLA,
S507482216,mlb,2016/07/16,$250 MLB Mini Bunt,$35k,64.20,,213,294,Tournament,1,0,https://www.fanduel.com/entry/DFUMUNQOC,
S507183199,mlb,2016/07/15,50/50 League ($10 - Top 50% Win) (Main),$35k,105.10,,76,100,Tournament,10,0,https://www.fanduel.com/entry/FCLTCWPQG,
S507183074,mlb,2016/07/15,$12K Fri MLB Stolen Base (Single Entry),$35k,105.10,,3953,6936,Tournament,2,0,https://www.fanduel.com/entry/CKKKGTVNU,
S507183047,mlb,2016/07/15,$15K Fri MLB Bunt (Single Entry),$35k,138.50,,2226,16579,Tournament,1,2.50,https://www.fanduel.com/entry/BQPZFXWPM,
S506956993,mlb,2016/07/15,Summer Free-For-All Qualifier (Free to Play),$35k,138.50,,3483,30749,Tournament,0,0,https://www.fanduel.com/entry/BWMWQUHVA,
S506871768,mlb,2016/07/10,$250 MLB Mini Bunt,$35k,126.80,,25,294,Tournament,1,3.00,https://www.fanduel.com/entry/BPODXKIEX,
S506805587,mlb,2016/07/10,20-Player League ($5 - Top 3 Win),$35k,96.70,,17,20,20 player league,5,0,https://www.fanduel.com/entry/EHPMTQVFS,
S506801072,mlb,2016/07/10,$5K Sun MLB Single (Single Entry),$35k,96.70,,941,1156,Tournament,5,0,https://www.fanduel.com/entry/DROKBMWLS,
S506756374,mlb,2016/07/10,50/50 League ($10 - Top 50% Win) (Main),$35k,100.50,,79,100,Tournament,10,0,https://www.fanduel.com/entry/ALBQURFBD,
S506652494,mlb,2016/07/10,$6K Sun MLB Stolen Base (Single Entry),$35k,100.50,,2604,3468,Tournament,2,0,https://www.fanduel.com/entry/AVFVWYFMO,
S506652493,mlb,2016/07/10,$8K Sun MLB Bunt (Single Entry),$35k,144.10,,2135,9248,Tournament,1,0,https://www.fanduel.com/entry/ARMNMGABQ,
S506652484,mlb,2016/07/10,Summer Free-For-All Qualifier (Free to Play),$35k,144.10,,3934,18776,Tournament,0,0,https://www.fanduel.com/entry/AWHQWHDIG,
S506619846,mlb,2016/07/09,$250 MLB Mini Bunt,$35k,98.10,,236,294,Tournament,1,0,https://www.fanduel.com/entry/DPYRLMCFB,
S506619787,mlb,2016/07/09,$20K Sat MLB Pickoff (Single Entry Series Presented by RotoGrinders),$35k,87.40,,836,924,Tournament,25,0,https://www.fanduel.com/entry/ERFTHSLZF,
S506619595,mlb,2016/07/09,50/50 League ($10 - Top 50% Win) (Main),$35k,98.10,,86,100,Tournament,10,0,https://www.fanduel.com/entry/DIZYDEICX,
S506566622,mlb,2016/07/09,$8K Sat MLB Bunt (Single Entry),$35k,98.10,,7416,9248,Tournament,1,0,https://www.fanduel.com/entry/BRRTEWSBS,
S506561208,mlb,2016/07/09,Summer Free-For-All Qualifier (Free to Play),$35k,98.10,,16209,20685,Tournament,0,0,https://www.fanduel.com/entry/DYNDCQFAQ,
S506468328,mlb,2016/07/09,20-Player League ($5 - Top 3 Win),$35k,128.80,,7,20,20 player league,5,0,https://www.fanduel.com/entry/BMWQNEVZX,
S506467972,mlb,2016/07/09,$10K Sat MLB Bunt (Single Entry_ Early Only),$35k,128.80,,3695,11387,Tournament,1,0,https://www.fanduel.com/entry/FAWAJCWPH,
S506016119,mlb,2016/07/08,Silver FDP Free Play,$35k,165.50,,625,5406,Tournament,0,0,https://www.fanduel.com/entry/EHBPECUFK,
S506012555,mlb,2016/07/08,$250 MLB Mini Bunt,$35k,164.50,,45,294,Tournament,1,2.50,https://www.fanduel.com/entry/FAICYWUUE,
S506012391,mlb,2016/07/08,$250 MLB Mini Bunt,$35k,96.90,,203,294,Tournament,1,0,https://www.fanduel.com/entry/BZEKVYDWU,
S506012285,mlb,2016/07/08,20-Player League ($5 - Top 3 Win),$35k,83.30,,18,20,20 player league,5,0,https://www.fanduel.com/entry/DZOYPTBTS,
S505944286,mlb,2016/07/08,50/50 League ($10 - Top 50% Win) (Main),$35k,83.30,,81,100,Tournament,10,0,https://www.fanduel.com/entry/DIMAXCJPD,
S505944245,mlb,2016/07/08,$8K Fri MLB Single (Single Entry),$35k,83.30,,1532,1849,Tournament,5,0,https://www.fanduel.com/entry/CWEGRQVMR,
S505944209,mlb,2016/07/08,$10K Fri MLB Stolen Base (Single Entry) ,$35k,165.50,,584,5780,Tournament,2,4.00,https://www.fanduel.com/entry/FBXVIEIOB,
S505944188,mlb,2016/07/08,$14K Fri MLB Bunt (Single Entry),$35k,90.90,,12385,16184,Tournament,1,0,https://www.fanduel.com/entry/EAQTLXYTX,
S505944151,mlb,2016/07/08,Summer Free-For-All Qualifier (Free to Play),$35k,90.90,,19903,25907,Tournament,0,0,https://www.fanduel.com/entry/AVTSXSERD,
S505911105,mlb,2016/07/07,$10K Thu MLB Squeeze #2 ($10K Guaranteed),$35k,104.40,,2926,3853,Tournament,3,0,https://www.fanduel.com/entry/AAJOSXTQK,
S505790811,mlb,2016/07/07,Summer Free-For-All Qualifier (Free to Play),$35k,104.40,,18682,26912,Tournament,0,0,https://www.fanduel.com/entry/AVTSEIUVW,
S505216732,mlb,2016/07/06,$12K Wed MLB Bunt (Single Entry),$35k,99.60,,11589,13872,Tournament,1,0,https://www.fanduel.com/entry/CUARBHGTC,
S505216726,mlb,2016/07/06,Summer Free-For-All Qualifier (Free to Play),$35k,99.60,,19669,23832,Tournament,0,0,https://www.fanduel.com/entry/CXGBZIAGE,
S505216712,mlb,2016/07/06,Road to All Star Game Qualifier - Presented By SeatGeek (Free to Play),$35k,99.60,,24312,29499,Tournament,0,0,https://www.fanduel.com/entry/DALMXITTG,
S505216518,mlb,2016/07/06,$8K Wed MLB Bunt (Single Entry_ Early Only),$35k,107.10,,4704,9248,Tournament,1,0,https://www.fanduel.com/entry/BXOSOYHGY,
S505124195,mlb,2016/07/05,MLB Head-to-head (Main),$35k,132.80,135.4,2,2,nwalker2,5,0,https://www.fanduel.com/entry/ACNERXBFE,
S505076000,mlb,2016/07/05,MLB Salary Cap 35k Tue Jul 5th (Main),$35k,82,,19,20,20 player league,5,0,https://www.fanduel.com/entry/BJRFYMMBI,
S505073499,mlb,2016/07/05,50/50 League ($10 - Top 50% Win) (Main),$35k,82,,98,100,Tournament,10,0,https://www.fanduel.com/entry/AEQVSZEIK,
S504914739,mlb,2016/07/05,MLB 100 player league (Main),$35k,,,0,,Cancelled,10,0,https://www.fanduel.com/entry/BLUVHZBJX, voided
S504914715,mlb,2016/07/05,$50K Tue MLB 4 Day Survivor (Top 3300 Advance) ,$35k,82,,4332,4575,Tournament,12,0,https://www.fanduel.com/entry/BYQNACBKF,
S504914677,mlb,2016/07/05,$10K Tue MLB Stolen Base (Single Entry) ,$35k,82,,5365,5780,Tournament,2,0,https://www.fanduel.com/entry/CSYVNPMGJ,
S504914670,mlb,2016/07/05,$14K Tue MLB Bunt (Single Entry),$35k,132.80,,6984,16184,Tournament,1,0,https://www.fanduel.com/entry/CSKYAYAIN,
S504914663,mlb,2016/07/05,Summer Free-For-All Qualifier (Free to Play),$35k,132.80,,9574,23593,Tournament,0,0,https://www.fanduel.com/entry/CWEGLQFTL,
S504914650,mlb,2016/07/05,Road to All Star Game Qualifier - Presented By SeatGeek (Free to Play),$35k,82,,24545,27007,Tournament,0,0,https://www.fanduel.com/entry/DHKFRSWAF,
S504661439,mlb,2016/07/04,50/50 League ($10 - Top 50% Win) (Early Only),$35k,132.70,,83,100,Tournament,10,0,https://www.fanduel.com/entry/ECUIZHFRD,
S504475108,mlb,2016/07/04,$6K Mon MLB Stolen Base (Single Entry),$35k,129,,416,3468,Tournament,2,5.00,https://www.fanduel.com/entry/FCLRZETNW,
